http://fisicapasion.blogspot.com/2011/03/la-tierra-cambio-despues-del-terremoto.html,http://fisicapasion.blogspot.com//posts/201103la-tierra-cambio-despues-del-terremoto.html
http://fisicapasion.blogspot.com/2012/09/cantante-virtual-sensacion.html,http://fisicapasion.blogspot.com//posts/201209cantante-virtual-sensacion.html
http://fisicapasion.blogspot.com/2011/01/2011-ano-internacional-de-la-quimica.html,http://fisicapasion.blogspot.com//posts/2011012011-ano-internacional-de-la-quimica.html
"tag:blogger.com,1999:blog-6963194434005030045.post-3863280352853991731",http://fisicapasion.blogspot.com//posts/bloggercom1999blog-6963194434005030045post-3863280352853991731.html
http://fisicapasion.blogspot.com/2011/01/calculan-masa-del-agujero-negro-mas.html,http://fisicapasion.blogspot.com//posts/201101calculan-masa-del-agujero-negro-mas.html
http://fisicapasion.blogspot.com/2010/12/revision-la-tabla-periodica.html,http://fisicapasion.blogspot.com//posts/201012revision-la-tabla-periodica.html
http://fisicapasion.blogspot.com/p/bases-de-datos-y-repositorios.html,http://fisicapasion.blogspot.com//stories/pbases-de-datos-y-repositorios.html
http://fisicapasion.blogspot.com/2011/01/superconductores-borrachos.html,http://fisicapasion.blogspot.com//posts/201101superconductores-borrachos.html
http://fisicapasion.blogspot.com/2012/02/viendo-carga-molecular.html,http://fisicapasion.blogspot.com//posts/201202viendo-carga-molecular.html
http://fisicapasion.blogspot.com/2012/08/marte-nos-trasnocha.html,http://fisicapasion.blogspot.com//posts/201208marte-nos-trasnocha.html
http://fisicapasion.blogspot.com/2013/05/cosmogonia-griega.html,http://fisicapasion.blogspot.com//posts/201305cosmogonia-griega.html
http://fisicapasion.blogspot.com/2010/12/la-primera-entrada.html,http://fisicapasion.blogspot.com//posts/201012la-primera-entrada.html
http://fisicapasion.blogspot.com/2011/07/tweets-extraterrestres.html,http://fisicapasion.blogspot.com//posts/201107tweets-extraterrestres.html
http://fisicapasion.blogspot.com/2011/05/researchgate-la-red-social-de-la.html,http://fisicapasion.blogspot.com//posts/201105researchgate-la-red-social-de-la.html
http://fisicapasion.blogspot.com/2011/07/energia-alternativa-para-dispositivos.html,http://fisicapasion.blogspot.com//posts/201107energia-alternativa-para-dispositivos.html
http://fisicapasion.blogspot.com/2010/12/ssd.html,http://fisicapasion.blogspot.com//posts/201012ssd.html
http://fisicapasion.blogspot.com/2013/01/isaac-asimov-en-la-ciencia.html,http://fisicapasion.blogspot.com//posts/201301isaac-asimov-en-la-ciencia.html
http://fisicapasion.blogspot.com/p/linux-y-software-libre.html,http://fisicapasion.blogspot.com//stories/plinux-y-software-libre.html
http://fisicapasion.blogspot.com/2013/06/orden-y-origen-del-cosmos-griego.html,http://fisicapasion.blogspot.com//posts/201306orden-y-origen-del-cosmos-griego.html
http://fisicapasion.blogspot.com/2011/07/cerebro-prehistorico.html,http://fisicapasion.blogspot.com//posts/201107cerebro-prehistorico.html
http://fisicapasion.blogspot.com/2013/06/tetraquark.html,http://fisicapasion.blogspot.com//posts/201306tetraquark.html
http://fisicapasion.blogspot.com/2013/11/el-debate-cuero-bernal.html,http://fisicapasion.blogspot.com//posts/201311el-debate-cuero-bernal.html
http://fisicapasion.blogspot.com/p/fisica-computacional.html,http://fisicapasion.blogspot.com//stories/pfisica-computacional.html
